sample	unit	platform	fq1	fq2
EB1	AH5L5TDSX2.2	ILLUMINA	data/fastq_raw/P21013_1004_S11_L002_R1_001.fastq.gz	data/fastq_raw/P21013_1004_S11_L002_R2_001.fastq.gz
